30,13,6,6,1.954475
30,14,3,3,1.954475
30,14,4,4,0.8467833
30,15,4,4,1.473348
30,15,7,4,0.2038042
30,15,8,7,1.143547
30,16,8,5,1.648468
31,12,6,6,1.954475
31,13,6,6,1.954475
31,14,7,7,0.5935265
31,15,7,7,2.097669
31,15,7,8,2.235405
31,15,8,5,0.5094328
31,15,8,7,0.7639812
31,15,8,8,3.018917
31,16,7,8,0.5094328
31,16,8,8,1.648468
31,17,7,7,1.648468
32,11,6,6,1.954475
32,12,6,6,1.954475
32,15,7,7,2.747548
32,15,7,8,0.3919652
32,15,8,7,1.362746
32,15,8,8,2.079784
32,16,7,8,2.565305
32,16,8,8,2.81891
32,17,7,7,1.648468
33,10,6,6,1.954475
33,11,6,6,1.954475
33,15,7,7,0.7618294
33,15,7,8,1.94769
33,15,8,7,0.8976587
33,15,8,8,1.906265
33,16,7,7,3.542529
33,16,7,8,0.7647941
33,16,8,7,1.297379
33,16,8,8,2.02216
33,17,7,7,2.988221
33,17,8,7,1.297379
33,17,8,8,0.3609914
34,9,7,7,1.954475
34,10,7,6,1.954475
34,15,7,7,1.557155
34,15,8,8,0.7618294
34,16,7,7,2.592323
34,16,7,8,2.130566
34,16,8,8,1.138245
34,17,7,7,1.580346
35,9,7,7,1.954475
35,15,8,8,0.7618294
35,16,7,7,1.929333
35,16,8,7,0.5094328
35,16,8,8,0.7618294
35,17,7,4,1.648468
35,17,7,7,2.580656
35,17,8,7,0.5094328
36,8,6,6,1.954475
36,9,6,3,1.954475
36,16,7,7,2.382758
36,16,7,8,0.7618294
36,16,8,7,2.1411
36,16,8,8,2.454813
36,17,7,7,2.553188
36,17,7,8,0.7618294
36,17,8,7,2.650533
37,8,7,7,1.954475
37,16,7,7,1.984706
37,16,8,7,0.3919652
37,17,7,7,2.439824
37,17,8,7,2.650533
38,8,7,7,1.954475
38,16,7,7,2.300672
38,16,8,7,0.3919652
38,16,8,8,1.485114
38,17,7,7,1.854351
38,17,8,6,0.1704547
38,17,8,7,0.3919652
38,17,8,8,1.485114
39,8,7,7,1.954475
39,16,7,7,2.300672
39,17,7,7,1.749035
40,8,7,7,1.954475
40,16,7,7,2.300672
40,17,7,7,1.749035
41,8,7,7,1.954475
41,16,7,7,2.417654
41,16,8,8,1.753942
41,17,7,7,1.749035
41,17,8,8,1.753942
42,8,7,7,1.954475
42,16,7,7,2.417654
42,17,7,7,1.796304
42,17,7,8,1.305136
42,17,8,8,1.753942
42,18,7,8,0.3609914
42,18,8,8,1.753942
43,8,7,7,1.954475
43,16,7,7,2.417654
43,17,7,7,1.756616
43,18,6,8,0.3609914
43,18,8,8,1.753942
43,19,8,8,1.753942
44,8,7,7,1.954475
44,16,7,7,2.417654
44,17,6,8,1.143547
44,17,7,7,1.829539
44,17,7,8,1.100979
44,18,6,8,0.3609914
44,19,7,7,1.753942
45,8,7,7,1.954475
45,16,7,7,1.437966
45,16,7,8,0.7584868
45,17,3,8,1.143547
45,17,6,8,1.186035
45,17,7,7,1.887799
45,17,7,8,1.100979
45,18,6,6,1.753942
45,18,6,8,0.3609914
45,19,6,6,1.753942
46,8,7,7,1.954475
46,16,3,7,0.7584868
46,16,6,7,0.5865177
46,16,7,7,0.8514479
46,17,3,8,1.186035
46,17,6,6,1.753942
46,17,6,8,1.890905
46,17,7,7,2.429731
46,17,7,8,3.06045
46,18,6,6,1.753942
46,18,6,8,0.3609914
47,8,7,7,1.954475
47,16,6,7,1.180044
47,16,6,8,1.505377
47,16,7,7,0.7344664
47,17,3,7,1.211955
47,17,3,8,2.481478
47,17,6,6,1.753942
47,17,6,7,0.328937
47,17,7,4,0.9441447
47,17,7,7,2.554686
47,17,7,8,0.7031061
47,18,3,7,0.3609914
48,8,7,7,1.954475
48,16,3,7,1.838952
48,16,6,7,1.356216
48,16,6,8,0.746889
48,16,7,7,0.6777741
48,16,7,8,0.4652279
48,17,3,7,1.838952
48,17,6,7,1.123623
48,17,6,8,0.4242055
48,17,7,7,2.938261
49,8,7,7,1.954475
49,15,3,3,0.7584868
49,15,3,7,0.9441447
49,15,6,7,0.5935265
49,16,3,7,1.26792
49,16,3,8,1.838952
49,16,6,3,0.8976587
49,16,6,6,2.029704
49,16,6,7,2.53428
49,16,6,8,1.297379
49,16,7,7,0.7414601
49,16,8,7,1.753942
49,17,6,6,0.1704547
49,17,6,7,2.276551
49,17,7,6,0.8976587
49,17,7,7,3.146464
50,8,7,8,1.954475
50,9,8,8,1.954475
50,13,7,3,0.7584868
50,14,3,7,0.9441447
50,14,6,3,0.5865177
50,14,6,6,0.5094328
50,14,7,3,0.7584868
50,15,3,6,0.5094328
50,15,3,7,0.9441447
50,15,6,3,0.5865177
50,15,6,6,1.519303
50,15,7,3,1.656146
50,15,7,6,2.507231
50,16,3,3,0.2938619
50,16,3,6,0.5094328
50,16,6,6,2.626792
50,16,6,7,3.256849
50,16,7,3,0.8976587
50,16,7,6,0.7618294
50,16,7,7,0.8854153
50,17,3,7,0.7031061
50,17,4,3,0.1962067
50,17,7,6,0.3888181
50,17,7,7,3.438976
51,9,8,8,1.954475
51,10,3,3,2.1411
51,11,3,3,2.1411
51,11,6,3,1.648468
51,11,6,6,0.3888181
51,12,3,3,2.84435
51,12,6,3,3.205622
51,13,3,3,2.693566
51,13,6,6,0.5094328
51,13,7,3,0.7584868
51,13,7,6,0.3905351
51,14,3,3,3.240052
51,14,4,7,0.9441447
51,14,6,3,1.491605
51,14,6,6,1.664637
51,14,7,3,1.485114
51,15,3,3,2.595599
51,15,6,3,1.944683
51,15,6,6,1.854687
51,15,7,3,1.659488
51,15,7,6,2.507231
51,16,3,3,3.244568
51,16,6,3,1.554555
51,16,6,6,1.753942
51,16,7,3,0.7618294
51,17,3,3,0.9059108
51,17,6,3,2.1411
52,9,7,7,1.954475
52,10,7,6,1.485114
52,10,7,7,3.789568
52,11,3,3,1.485114
52,11,6,3,1.844675
52,11,6,6,1.97986
52,11,7,6,1.557155
52,11,7,7,0.3888181
52,12,3,3,2.828593
52,12,3,6,1.753942
52,12,6,3,0.4000109
52,12,6,6,2.769259
52,12,7,6,2.825074
52,13,3,0,1.082201
52,13,3,3,1.93011
52,13,6,3,1.089168
52,13,6,6,2.056602
52,13,7,3,0.9441447
52,13,7,6,0.4652279
52,14,3,3,1.21014
52,14,6,3,1.545587
52,14,6,6,2.159298
52,14,7,3,2.429258
